,artist.name,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,loudness,mode,song.hotttnesss,start_of_fade_out,tatums_start,tempo,terms,time_signature,title,year
52,Lost Boyz,0.34237,0.34237,269.7922,0.218,0.5697411520000001,7.0,0.715,-11.043,1,0.405115722,257.416,0.34237,90.21799999999999,rap,4.0,Certain Things We Do,1997
53,The Germs,0.05314,0.05314,206.05342,0.0,0.6400483570000001,11.0,0.6409999999999999,-11.505999999999998,0,,206.053,0.05314,133.144,rock,1.0,Forming,1977
54,Yamandu Costa,0.31943,0.02559,190.04036000000002,0.0,0.397772876,2.0,0.105,-14.179,1,,176.924,0.02559,205.317,jazz,4.0,MafuA!,0
55,Chris Rea,0.42366000000000004,0.0889,241.162,0.5489999999999999,0.6431827729999999,9.0,0.222,-8.531,1,0.767727748,230.342,0.0889,180.149,rock,4.0,Driving Home For Christmas,1986
56,Perrey And Kingsley,0.49054,0.49054,122.64443999999999,0.99,0.41142104799999996,0.0,0.61,-8.541,0,0.43483809,109.62700000000001,0.058120000000000005,102.538,easy listening,4.0,Spooks In Space,1966
57,Eurythmics,8.99358,2.31778,207.0722,2.583,0.75100762,0.0,0.442,-6.629,1,0.38293509,202.757,2.31778,84.164,rock,4.0,Tous Les GarASSons Et Les Filles,1985
58,Francis Dunnery,1.1612,0.67535,300.79955,0.0,0.54858513,7.0,0.6659999999999999,-13.33,1,0.610474258,298.347,0.42141999999999996,124.175,singer-songwriter,4.0,Too Much Saturn,1995
59,John Cale,0.029089999999999998,0.029089999999999998,228.46649,0.0,0.7493178009999999,7.0,0.45799999999999996,-12.412,1,0.22655531399999998,228.46599999999998,0.029089999999999998,137.004,rock,1.0,Movement 4 [from Kiss] (Album Version),1997
60,Suzanne Ciani,0.9661700000000001,0.3834,239.59465,0.311,0.631946666,7.0,0.527,-21.552,1,0.415983118,236.507,0.08155,106.33,meditation,4.0,Stream,0
61,Vickie Winans,1.06091,0.50472,228.93669,0.33799999999999997,0.653937821,11.0,0.172,-8.686,0,,219.574,0.22871,107.961,ccm,4.0,Make Me Over,0
62,The Berzerker,0.38387,0.38387,165.61587,2.171,0.668370612,1.0,0.10800000000000001,-6.222,1,0.0,165.61599999999999,0.21141999999999997,174.287,metal,3.0,Deform (live),2000
63,Kings Of Leon,1.18583,0.15225999999999998,187.92444,0.32799999999999996,0.8457688659999999,0.0,0.612,-5.907,1,0.685940227,180.34400000000002,0.15225999999999998,116.823,rock,4.0,Wicker Chair,2003
64,Edith Lefel,1.1958,0.01968,276.50567,0.299,0.407455644,0.0,0.29,-4.638,1,0.0,261.95599999999996,0.01968,101.97200000000001,zouk,4.0,An ti chans,0
65,Taras,0.89225,0.41788000000000003,200.25423999999998,0.0,0.460171324,11.0,0.055999999999999994,-5.8839999999999995,0,,194.84400000000002,0.1801,127.97,trance,4.0,I Will Love Again (JJs Club Radio),0
66,NOFX,0.76754,0.29609,144.50893,0.237,0.778816717,4.0,0.09300000000000001,-7.787000000000001,0,0.6712360270000001,140.05700000000002,0.0586,152.622,punk,4.0,Stickin In My Eye,1992
67,Murskahumppa,0.1737,0.1737,285.17832000000004,0.0,0.43588984700000005,7.0,0.379,-8.488,1,,275.853,0.1737,110.787,rock,3.0,Ota kiinni,0
68,Soda Stereo,1.74155,0.67947,246.69995,0.322,0.711165787,7.0,0.161,-9.603,1,0.62616576,224.049,0.42263,112.90299999999999,rock,4.0,Entre CanAbales,1990
69,Bruce Rowland,0.36508,0.36508,84.03546,0.32799999999999996,0.44316239799999996,7.0,0.469,-26.266,1,0.0,75.79,0.11188,115.64200000000001,easy listening,4.0,Rosemary Recalls,1985
70,Xcultures,1.21595,0.25377,273.52771,2.177,0.400433514,1.0,0.652,-6.305,1,0.199238262,268.893,0.25377,125.01299999999999,gabba,4.0,Sudanese Dance,2000
71,White Heart,0.36873,0.36873,298.84036000000003,19.093,0.477364753,5.0,0.596,-9.998,1,0.26586104899999996,289.46,0.16818,113.277,ccm,4.0,Where The Thunder Roars (Tales Of Wonder Album Version),0
72,Heavy D / McGruff,0.98426,0.36334,161.38404,0.165,0.617870116,5.0,0.665,-9.161,0,0.237733942,161.384,0.053270000000000005,96.979,rap,4.0,Wanna Be A Player,1997
73,Van Halen,0.34761,0.34761,209.29261,0.0,0.7446412459999999,8.0,0.455,-4.865,1,0.82448213,206.623,0.14268,140.995,metal,1.0,Panama (Remastered Album Version),0
74,Black Eyed Peas,1.1904,0.63902,229.61587000000003,0.0,0.845601887,11.0,0.205,-4.882,0,0.6244254929999999,213.66400000000002,0.36332,105.206,hip-hop,4.0,Lets Get It Started,2004
75,Nine Inch Nails,1.76242,0.80838,426.89261,0.28600000000000003,0.9057768890000001,0.0,0.05,-12.950999999999999,0,0.635536649,399.9,0.33137,63.016999999999996,metal,4.0,Metal,2000
76,Nick Cave & The Bad Seeds,0.85641,0.44093999999999994,269.26975,3.889,0.694021648,9.0,0.052000000000000005,-11.751,0,,262.798,0.23321,144.60299999999998,rock,4.0,She Fell Away (2009 Digital Remaster),0
77,Nadine Renee,0.50432,0.14912,249.41669,0.647,0.40838902200000005,2.0,0.883,-6.693,1,0.19878534899999997,238.43400000000003,0.14912,167.92,freestyle,4.0,Next Time,0
78,Lesley Gore,0.06727000000000001,0.06727000000000001,136.48934,0.22899999999999998,0.606925359,9.0,0.386,-9.091000000000001,1,,130.026,0.06727000000000001,129.122,pop,1.0,Its My Party,1963
79,Smartbomb,0.64544,0.19347999999999999,233.27302000000003,0.386,0.562463784,0.0,0.53,-2.658,1,0.0,231.178,0.19347999999999999,132.02200000000002,metal,4.0,Complicate It,2001
80,Suburbs,0.302,0.302,187.24526,0.107,0.481004583,1.0,0.8420000000000001,-4.42,1,0.249065795,178.625,0.13943,183.92,pop,1.0,Monde De Fou,2005
81,Emperor,0.73058,0.73058,72.61995,0.0,0.7429631520000001,9.0,0.0,-11.050999999999998,0,,68.365,0.56271,89.867,metal,4.0,Opus a Satana (Part 2),0
82,Julien Clerc,1.21926,0.19064,272.63955,2.775,0.58547954,2.0,0.633,-9.97,1,,272.64,0.19064,119.896,chanson,5.0,This Melody (Live),0
83,Glen Campbell,0.09896,0.09896,142.75873,0.218,0.67159627,1.0,0.62,-11.335,0,,135.546,0.09896,137.29,country,4.0,Im Gone This Time,0
84,T.G. Sheppard,0.5251899999999999,0.5251899999999999,194.11546,0.08900000000000001,0.449323615,5.0,1.0,-15.581,1,0.382723281,182.729,0.15887,82.34299999999999,country,1.0,You Feel Good All Over,2002
85,Slim Whitman,1.87142,0.61665,195.91791,0.165,0.51644378,3.0,0.883,-11.98,1,,192.08700000000002,0.20410999999999999,91.48700000000001,folk,4.0,Indian Love Call,1990
86,Savage Garden,3.5629199999999996,0.22888000000000003,118.33424,0.0,0.728209707,9.0,0.0,-11.215,0,,118.334,0.22888000000000003,84.69,easy listening,5.0,You Can Still Be Free,1999
87,Queens Of The Stone Age,0.68393,0.15338,288.41751,0.113,0.7986451790000001,2.0,0.08,-8.165,1,0.7251212840000001,279.17900000000003,0.15338,115.60600000000001,metal,4.0,I Never Came,2005
88,Hank Penny & The Lincoln Penny Orchestra,0.14694000000000002,0.14694000000000002,123.21914,1.001,0.445854631,7.0,0.278,-12.69,0,,118.079,0.14694000000000002,126.523,swing,1.0,Dixie,0
89,Inspiral Carpets,0.72006,0.18905,283.76771,0.0,0.605109702,2.0,0.823,-8.7,1,0.665172241,271.83,0.18905,113.677,indie,4.0,Commercial Reign,1990
90,Borialis,1.76995,0.38749,239.3073,0.182,0.454043995,2.0,0.569,-5.757999999999999,1,0.554654768,220.264,0.04274,86.93799999999999,rap,4.0,Hourglass,0
91,The Dirty Skirts,0.55647,0.13404000000000002,206.75873,0.096,0.5435161310000001,0.0,0.613,-4.907,1,0.304169503,193.115,0.13404000000000002,141.936,indie,4.0,Wake,0
92,Flor Silvestre,0.24456,0.24456,134.81751,0.0,0.42054585,11.0,0.847,-8.133,1,,130.72299999999998,0.24456,106.04899999999999,ranchera,1.0,Caricia Y Herida,0
93,BA(c)zu,1.1332,0.66297,285.64853,0.397,0.373850623,8.0,0.508,-9.093,1,,274.72700000000003,0.42645,126.88,chanson,4.0,Le tortillard,0
94,Redman,2.95336,0.65164,124.18567,0.0,0.743129776,1.0,0.07400000000000001,-10.296,0,0.57010593,121.005,0.16161,85.008,hip-hop,5.0,WKYA (drop),2001
95,Solistiyhtye Suomi,0.14324,0.14324,134.08608,4.441,0.13818761,4.0,0.718,-12.839,0,,130.38,0.14324,133.69899999999998,pop,1.0,TerA$?slintu,0
96,Eddie Cantor,0.23005,0.23005,155.61098,0.154,0.41614102299999994,11.0,0.599,-13.71,1,,150.75,0.23005,118.975,easy listening,1.0,Nows The Time To Fall In Love,0
97,Schizoid,0.94655,0.35386999999999996,275.40853,0.0,0.495559652,9.0,0.376,-2.119,1,,272.556,0.35386999999999996,102.40799999999999,metal,4.0,Grim Prospects (Gross Prospects - Bad Trip Remix),0
98,Kai Winding,1.38242,0.33359,223.4771,0.29100000000000004,0.430538907,0.0,0.0,-14.437999999999999,1,0.0,220.02599999999998,0.33359,112.006,hard bop,4.0,Mangos,1961
99,Sonny Simmons,10.84083,1.34066,443.24526,0.23,0.42837541700000004,1.0,0.0,-13.002,1,0.270775999,430.736,0.33736,45.527,jazz,4.0,A Distant Voice,0
100,Mira,1.66153,0.96449,177.81506000000002,0.5539999999999999,0.5451109510000001,4.0,0.695,-12.004000000000001,1,,167.48,0.61541,85.62100000000001,shoegaze,4.0,Openbare Weg,2006
101,Citizen Kaned,1.59705,0.49298000000000003,385.33179,3.048,0.483339422,8.0,0.8220000000000001,-8.37,0,,382.647,0.07835,108.061,chill-out,4.0,President Johnson,2000
102,The Brooklyn Tabernacle Choir,0.95031,0.38454,324.44036,0.0,0.559278494,7.0,0.5579999999999999,-11.829,1,0.405115722,312.23900000000003,0.38454,216.195,gospel,5.0,Lead Me Lord,1995
103,Ellen McIlwaine,0.8598,0.41286999999999996,275.12118,0.34,0.438887475,7.0,0.6990000000000001,-6.29,1,0.242741879,272.933,0.41286999999999996,132.428,blues,4.0,Spontanous Combustion,0
104,Vince Guaraldi / Bola Sete,0.15435,0.15435,294.66077,0.8640000000000001,0.57810363,5.0,0.23800000000000002,-15.761,0,0.386790177,282.564,0.15435,168.30700000000002,jazz,4.0,Choro,0
105,Maurice Chevalier,0.56594,0.14386,193.20118,0.49700000000000005,0.502453177,0.0,0.371,-27.433000000000003,1,,190.003,0.14386,140.95600000000002,chanson,7.0,Ma Louise,0
106,Carl Cox Vs Yousef,0.6235,0.16237000000000001,357.82485,0.131,0.5419751079999999,1.0,0.485,-5.7010000000000005,1,0.511254835,353.785,0.16237000000000001,130.016,house,5.0,I Want You (Forever),1991
107,Organized Konfusion,0.41053999999999996,0.0684,198.3473,0.201,0.6837194679999999,11.0,0.306,-8.709,0,0.460484845,182.18400000000003,0.0684,175.769,hip-hop,4.0,Hate,1997
108,Martina McBride,0.2688,0.2688,261.95546,0.0,0.614870934,7.0,0.96,-13.627,1,0.488289876,253.452,0.2688,100.194,country,3.0,I Cant Stop Loving You,2005
109,Horace Andy,0.8728899999999999,0.4435,176.27383,0.183,0.6264363820000001,2.0,0.171,-11.479000000000001,1,,166.91099999999997,0.23251,151.911,reggae,4.0,Thank You Lord,1985
110,Nazz,1.0873,0.5856100000000001,220.89097999999998,0.0,0.494681417,9.0,0.606,-6.3020000000000005,1,,213.107,0.34041,119.691,freakbeat,4.0,How Can You Call That Beautiful (Stewkey Vocal),0
111,Tyrone Davis,0.56138,0.19121,235.91137999999998,0.322,0.5438663029999999,10.0,0.46,-10.466,1,,219.725,0.19121,161.976,soul,4.0,Cheatin In The Next Room,0
112,Hot Tuna,0.18671,0.18671,239.59465,0.31,0.567278871,0.0,0.601,-9.275,1,,231.3,0.18671,172.398,blues,1.0,Candy Man,1971
113,Richard Burton,1.49595,0.42141999999999996,171.49342,0.085,0.43238647700000005,2.0,0.45,-37.398,1,0.0,165.21599999999998,0.1441,109.823,jazz,3.0,I See The Boys Of Summer,0
114,Rory Block,0.63247,0.63247,266.05669,0.23,0.513829587,1.0,0.9359999999999999,-13.835999999999999,1,0.0,256.064,0.26631,90.101,blues,1.0,Three Is a Crowd,0
115,Boyz II Men,1.00904,0.49144,329.27302000000003,0.45,0.790922848,8.0,0.49700000000000005,-7.103,1,0.345802234,322.101,0.23264,116.473,swing,4.0,On Bended Knee,1994
116,Howard Armstrong,0.9732200000000001,0.49835,198.922,0.228,0.454668191,9.0,0.0,-13.495,0,0.333554807,190.705,0.26092,126.821,blues,4.0,My Four Reasons,0
117,Donny Hathaway,1.46125,0.36893000000000004,283.21914,0.258,0.657406765,2.0,0.499,-15.144,1,0.617365618,277.467,0.0982,111.191,jazz,3.0,Little Girl (LP Version),1971
118,Miguel Gallardo,1.23225,0.75354,238.68036,0.386,0.45871209,5.0,0.45799999999999996,-12.991,1,,230.74200000000002,0.50536,125.508,vocalist,4.0,Eternamente Amame,0
119,Les Ogres De Barback,0.49593999999999994,0.49593999999999994,254.06649,0.43,0.652367864,4.0,0.446,-6.01,0,0.394394856,249.562,0.24195,137.888,chanson,1.0,Niev nietch nievitch,1999
120,DJ X-Change featuring DJ Joey A,1.01631,0.21294000000000002,184.31955,0.7979999999999999,0.342440144,6.0,0.0,-5.58,0,,178.503,0.21294000000000002,150.012,ghetto tech,4.0,Come Over,0
121,Morel,0.6078100000000001,0.055139999999999995,311.40526,0.0,0.49825931,10.0,0.685,-4.313,1,,300.118,0.055139999999999995,108.367,pop,4.0,Blue Taxi,0
122,Tony Joe White,0.44814,0.09927000000000001,162.53342,0.524,0.624723768,2.0,0.243,-17.285,1,0.37479683700000005,151.55100000000002,0.09927000000000001,173.482,country,4.0,I Want Love (Tween You & Me) (Album Version),0
123,Wolfmother,1.31008,0.22523,212.37506000000002,0.868,0.79225559,4.0,0.37200000000000005,-5.931,0,,209.438,0.08957000000000001,110.745,metal,4.0,White Feather,2009
124,The Roches,1.06691,0.5946600000000001,338.33751,0.0,0.573605491,2.0,0.626,-14.248,0,0.26586104899999996,328.986,0.5946600000000001,130.02700000000002,singer-songwriter,4.0,Christlike Roche,1995
125,Bob Margolin,0.7197899999999999,0.17426,126.51057,0.0,0.555985053,11.0,0.228,-12.651,1,0.23379647399999998,121.70200000000001,0.17426,110.16799999999999,blues,4.0,You Rascal You,0
126,Thomas Battenstein,1.11556,0.44532,205.58321999999998,0.612,0.42562724,9.0,0.825,-16.055999999999997,0,,182.32299999999998,0.11215,97.976,guitar,3.0,Sympathy,0
127,Jupiter Rising,0.6282300000000001,0.6282300000000001,193.4624,2.717,0.662649695,0.0,0.373,-5.912999999999999,0,0.215080319,184.274,0.6282300000000001,119.979,rap,4.0,They Say (Album),2007
128,Dharma Bums,0.95881,0.95881,127.4771,2.148,0.491921881,6.0,0.81,-5.541,1,,118.195,0.76143,156.968,house,1.0,Simons Folly,0
129,Saafir,0.61434,0.29768,234.762,0.10099999999999999,0.594779904,5.0,0.172,-6.019,1,,227.84,0.13935,188.886,hip-hop,4.0,Crawl Before You Ball (Album Version),1999
130,The Verve Pipe,0.65257,0.20769,292.8322,3.344,0.70334944,9.0,0.295,-4.953,1,0.46630483100000003,273.589,0.20769,133.306,grunge,4.0,Medicate Myself,2001
131,Bob Neuwirth,0.9239799999999999,0.9239799999999999,241.10975,2.659,0.43427203799999997,4.0,0.965,-18.114,1,0.480610618,230.429,0.9239799999999999,152.267,singer-songwriter,3.0,Biding Her Time,1990
132,Marvin Sapp,0.72495,0.36318,270.68036,0.33399999999999996,0.733714697,1.0,0.33,-11.061,1,0.26568338,267.906,0.36318,166.275,gospel,4.0,More And More  (LP Version),0
133,James Hunter,0.8057300000000001,0.29175999999999996,188.73424,0.0,0.625443262,2.0,0.862,-7.04,1,,178.463,0.29175999999999996,114.971,soul,4.0,Cowboy Ways,0
134,Nelson Ned,0.63479,0.22404000000000002,211.80036,0.175,0.498663649,9.0,0.519,-15.357999999999999,0,,202.44299999999998,0.22404000000000002,144.651,jazz,4.0,Brasas Vivas,0
135,Mish Mash,0.07332000000000001,0.07332000000000001,254.32771,0.0,0.505644262,2.0,0.64,-11.213,1,,249.858,0.07332000000000001,152.005,house,1.0,Kolomeyke,0
136,Cama,0.27702,0.27702,210.36362999999997,0.364,0.406187449,1.0,0.645,-5.904,0,,201.497,0.08387,155.07399999999998,los angeles,1.0,In This Life,2009
137,Maxi Priest,0.032119999999999996,0.032119999999999996,301.81832,2.5660000000000003,0.6610013370000001,10.0,0.6829999999999999,-8.095,0,0.345802234,289.332,0.032119999999999996,61.971000000000004,rock,1.0,Groovin In The Midnight,1991
138,Porcupine Tree,0.34798,0.34798,416.80933999999996,0.0,0.830252262,6.0,0.644,-7.982,0,0.82517354,396.533,0.0276,124.04,rock,5.0,Waiting,1997
139,Ragheb Alama,0.47648999999999997,0.16066,413.36118,0.0,0.554226467,7.0,0.055999999999999994,-8.804,0,0.0,408.50300000000004,0.16066,191.196,arabesque,4.0,Achek Ouyounik (2009 Digital Remaster),0
140,Foo Fighters,0.58065,0.16757,117.00200000000001,0.0,0.839275393,7.0,0.45799999999999996,-5.699,1,,114.712,0.16757,152.127,grunge,4.0,Hell,2005
141,Shakira Featuring Wyclef Jean,0.71063,0.10910999999999998,217.36444,0.22399999999999998,0.833178561,10.0,0.805,-5.152,0,0.73738531,212.16099999999997,0.10910999999999998,100.023,pop,4.0,Hips Dont Lie (featuring Wyclef Jean),0
